llm,subcategory,metric,mean,std,median,min,max,valid_entries,accuracy,precision,recall,f1_score,mismatch_percentage
deepseek,double_entendres,appropriateness,3.707095709570957,1.5350927943832526,4.75,0.5,5.0,1818,,,,,
deepseek,double_entendres,clarity,8.461920529801324,1.1087654664089197,8.0,2.0,10.0,1812,,,,,
deepseek,double_entendres,confidence,5.723404255319149,3.2384128307493154,8.0,1.0,10.0,1833,,,,,
deepseek,double_entendres,performance,,,,,,1782,0.29797979797979796,1.0,0.29797979797979796,0.4591439688715953,70.2020202020202
deepseek,emoji_absurdism,funniness,2.568548387096774,1.672557391080405,2.0,1.0,7.0,744,,,,,
deepseek,emoji_absurdism,offensiveness,2.161290322580645,2.354985308349964,1.0,1.0,10.0,744,,,,,
deepseek,emoji_absurdism,originality,3.4798387096774195,2.039217641076731,3.0,1.0,8.0,744,,,,,
deepseek,emoji_absurdism,appropriateness,4.157258064516129,1.3567045054133566,5.0,0.5,5.0,744,,,,,
deepseek,emoji_absurdism,clarity,7.8983739837398375,1.6470762916213948,8.0,2.0,10.0,738,,,,,
deepseek,emoji_absurdism,confidence,4.4638783269961975,3.1288368389662513,3.0,1.0,10.0,789,,,,,
deepseek,emoji_absurdism,performance,,,,,,774,0.003875968992248062,1.0,0.003875968992248062,0.007722007722007722,99.6124031007752
deepseek,ethical_edge_cases,funniness,3.3088803088803087,2.1442408858696256,3.0,1.0,7.0,777,,,,,
deepseek,ethical_edge_cases,offensiveness,2.1544401544401546,1.8018701558635486,1.0,1.0,9.0,777,,,,,
deepseek,ethical_edge_cases,originality,4.355212355212355,2.5020510632571273,4.0,1.0,9.0,777,,,,,
deepseek,ethical_edge_cases,appropriateness,4.065637065637065,1.190140179331586,4.5,1.0,5.0,777,,,,,
deepseek,ethical_edge_cases,clarity,8.046332046332047,1.5349586306642193,8.0,2.0,10.0,777,,,,,
deepseek,ethical_edge_cases,confidence,5.25830258302583,3.127770979854412,8.0,1.0,10.0,813,,,,,
deepseek,ethical_edge_cases,performance,,,,,,783,0.04980842911877394,1.0,0.04980842911877394,0.0948905109489051,95.01915708812261
deepseek,future_shock,funniness,6.0,0.0,6.0,6.0,6.0,3,,,,,
deepseek,future_shock,offensiveness,1.0,0.0,1.0,1.0,1.0,3,,,,,
deepseek,future_shock,originality,5.0,0.0,5.0,5.0,5.0,3,,,,,
deepseek,future_shock,appropriateness,4.5,0.0,4.5,4.5,4.5,3,,,,,
deepseek,future_shock,clarity,8.0,0.0,8.0,8.0,8.0,3,,,,,
deepseek,future_shock,confidence,3.0,2.1908902300206643,3.0,1.0,5.0,6,,,,,
deepseek,future_shock,performance,,,,,,6,0.0,0.0,0.0,0.0,100.0
deepseek,gallows_humor,funniness,3.493601462522852,2.3467911168122906,2.0,1.0,8.0,1641,,,,,
deepseek,gallows_humor,offensiveness,3.787934186471664,3.1514805944395965,2.0,1.0,10.0,1641,,,,,
deepseek,gallows_humor,originality,4.148080438756856,2.3947371734933727,4.0,1.0,9.0,1641,,,,,
deepseek,gallows_humor,appropriateness,3.403107861060329,1.6786126221704987,4.0,0.5,5.0,1641,,,,,
deepseek,gallows_humor,clarity,8.5,1.129917705410716,8.0,4.0,10.0,1620,,,,,
deepseek,gallows_humor,confidence,5.790441176470588,3.324318260333367,8.0,1.0,10.0,1632,,,,,
deepseek,gallows_humor,performance,,,,,,1575,0.22095238095238096,1.0,0.22095238095238096,0.3619344773790952,77.9047619047619
deepseek,historical_satire,funniness,4.0,2.1908902300206643,4.0,2.0,6.0,6,,,,,
deepseek,historical_satire,offensiveness,1.5,0.5477225575051661,1.5,1.0,2.0,6,,,,,
deepseek,historical_satire,originality,5.5,1.6431676725154984,5.5,4.0,7.0,6,,,,,
deepseek,historical_satire,appropriateness,3.5,1.0954451150103321,3.5,2.5,4.5,6,,,,,
deepseek,historical_satire,clarity,8.0,0.0,8.0,8.0,8.0,6,,,,,
deepseek,historical_satire,confidence,5.5,2.7386127875258306,5.5,3.0,8.0,6,,,,,
deepseek,historical_satire,performance,,,,,,6,0.0,0.0,0.0,0.0,100.0
deepseek,homophonic,funniness,3.6372881355932205,2.2721977048366213,3.0,1.0,8.0,1770,,,,,
deepseek,homophonic,offensiveness,1.8883248730964468,1.718622001164158,1.0,1.0,9.0,1773,,,,,
deepseek,homophonic,originality,4.913705583756345,2.804764262849025,6.0,1.0,9.0,1773,,,,,
deepseek,homophonic,appropriateness,4.222504230118443,1.1331930359252367,4.5,1.0,5.0,1773,,,,,
deepseek,homophonic,clarity,7.26360544217687,2.1018350124098246,8.0,2.0,10.0,1764,,,,,
deepseek,homophonic,confidence,4.720338983050848,3.171966647346227,3.0,1.0,10.0,1770,,,,,
deepseek,homophonic,performance,,,,,,1593,0.09792843691148775,1.0,0.09792843691148775,0.1783876500857633,90.20715630885122
deepseek,malapropisms,funniness,3.6095890410958904,2.21708218169856,4.0,1.0,9.0,1752,,,,,
deepseek,malapropisms,offensiveness,1.7636986301369864,1.4909150412158854,1.0,1.0,8.0,1752,,,,,
deepseek,malapropisms,originality,4.6061643835616435,2.531159717841416,5.0,1.0,9.0,1752,,,,,
deepseek,malapropisms,appropriateness,4.3493150684931505,1.020413903010156,5.0,1.0,5.0,1752,,,,,
deepseek,malapropisms,clarity,8.108061749571183,1.4577529511770362,8.0,2.0,10.0,1749,,,,,
deepseek,malapropisms,confidence,4.793515358361775,3.0833651459517344,3.0,1.0,10.0,1758,,,,,
deepseek,malapropisms,performance,,,,,,1716,0.10664335664335664,1.0,0.10664335664335664,0.19273301737756715,89.33566433566433
deepseek,misdirection,funniness,6.5,0.5477225575051661,6.5,6.0,7.0,6,,,,,
deepseek,misdirection,offensiveness,3.0,2.1908902300206643,3.0,1.0,5.0,6,,,,,
deepseek,misdirection,originality,6.0,2.1908902300206643,6.0,4.0,8.0,6,,,,,
deepseek,misdirection,appropriateness,3.0,1.6431676725154984,3.0,1.5,4.5,6,,,,,
deepseek,misdirection,clarity,8.0,0.0,8.0,8.0,8.0,6,,,,,
deepseek,misdirection,confidence,8.0,0.0,8.0,8.0,8.0,3,,,,,
deepseek,misdirection,performance,,,,,,3,0.0,0.0,0.0,0.0,100.0
deepseek,misfortune,funniness,2.0,0.0,2.0,2.0,2.0,3,,,,,
deepseek,misfortune,offensiveness,1.0,0.0,1.0,1.0,1.0,3,,,,,
deepseek,misfortune,originality,3.0,0.0,3.0,3.0,3.0,3,,,,,
deepseek,misfortune,appropriateness,4.5,0.0,4.5,4.5,4.5,3,,,,,
deepseek,misfortune,clarity,8.0,0.0,8.0,8.0,8.0,3,,,,,
deepseek,misfortune,confidence,8.0,0.0,8.0,8.0,8.0,3,,,,,
deepseek,misfortune,performance,,,,,,3,0.0,0.0,0.0,0.0,100.0
deepseek,paraprosdokians,funniness,4.0,2.590517145702217,4.0,1.0,8.0,1875,,,,,
deepseek,paraprosdokians,offensiveness,1.6736,1.4752029326964045,1.0,1.0,10.0,1875,,,,,
deepseek,paraprosdokians,originality,4.7632,2.7496832843719154,5.0,1.0,9.0,1875,,,,,
deepseek,paraprosdokians,appropriateness,4.476,0.9528421788082826,5.0,0.5,5.0,1875,,,,,
deepseek,paraprosdokians,clarity,8.536,1.250895090411068,9.0,1.0,10.0,1875,,,,,
deepseek,paraprosdokians,confidence,5.751211631663974,3.2132420461437405,8.0,1.0,10.0,1857,,,,,
deepseek,paraprosdokians,performance,,,,,,1812,0.33774834437086093,1.0,0.33774834437086093,0.504950495049505,66.22516556291392
deepseek,pop_culture_parody,funniness,1.0,0.0,1.0,1.0,1.0,6,,,,,
deepseek,pop_culture_parody,offensiveness,1.5,0.5477225575051661,1.5,1.0,2.0,6,,,,,
deepseek,pop_culture_parody,originality,2.0,1.0954451150103321,2.0,1.0,3.0,6,,,,,
deepseek,pop_culture_parody,appropriateness,4.75,0.27386127875258304,4.75,4.5,5.0,6,,,,,
deepseek,pop_culture_parody,clarity,9.0,1.0954451150103321,9.0,8.0,10.0,6,,,,,
deepseek,pop_culture_parody,confidence,8.0,0.0,8.0,8.0,8.0,6,,,,,
deepseek,pop_culture_parody,performance,,,,,,6,0.0,0.0,0.0,0.0,100.0
deepseek,programming,funniness,3.4074074074074074,2.543510260337954,2.0,1.0,7.0,81,,,,,
deepseek,programming,offensiveness,1.4074074074074074,1.348867838019887,1.0,1.0,8.0,81,,,,,
deepseek,programming,originality,3.962962962962963,2.5022212354448423,3.0,1.0,8.0,81,,,,,
deepseek,programming,appropriateness,4.666666666666667,0.7745966692414834,5.0,1.0,5.0,81,,,,,
deepseek,programming,clarity,7.851851851851852,1.8514258769331755,8.0,2.0,10.0,81,,,,,
deepseek,programming,confidence,4.857142857142857,3.429646991363696,7.5,1.0,9.0,84,,,,,
deepseek,programming,performance,,,,,,84,0.2857142857142857,1.0,0.2857142857142857,0.4444444444444444,71.42857142857143
deepseek,puns,funniness,4.218649517684887,2.5719450497159695,6.0,1.0,8.0,1866,,,,,
deepseek,puns,offensiveness,1.5096463022508038,1.0979694557541941,1.0,1.0,10.0,1866,,,,,
deepseek,puns,originality,4.836012861736334,2.5540610500838983,6.0,1.0,9.0,1866,,,,,
deepseek,puns,appropriateness,4.537781350482315,0.7857942532667329,5.0,0.5,5.0,1866,,,,,
deepseek,puns,clarity,8.605475040257648,1.0283375242055712,9.0,3.0,10.0,1863,,,,,
deepseek,puns,confidence,6.0148270181219115,3.244657457539104,8.0,1.0,10.0,1821,,,,,
deepseek,puns,performance,,,,,,1797,0.41402337228714525,1.0,0.41402337228714525,0.5855962219598583,58.59766277128548
deepseek,recursive_meta-humor,funniness,4.333333333333333,1.8027756377319946,5.0,2.0,6.0,9,,,,,
deepseek,recursive_meta-humor,offensiveness,4.0,3.774917217635375,2.0,1.0,9.0,9,,,,,
deepseek,recursive_meta-humor,originality,4.0,2.598076211353316,4.0,1.0,7.0,9,,,,,
deepseek,recursive_meta-humor,appropriateness,3.1666666666666665,2.0463381929681126,4.0,0.5,5.0,9,,,,,
deepseek,recursive_meta-humor,clarity,7.0,0.8660254037844386,7.0,6.0,8.0,9,,,,,
deepseek,recursive_meta-humor,confidence,4.0,3.122498999199199,3.0,1.0,8.0,9,,,,,
deepseek,recursive_meta-humor,performance,,,,,,9,0.0,0.0,0.0,0.0,100.0
deepseek,religious,funniness,2.3125,1.3233781724186184,2.0,1.0,6.0,48,,,,,
deepseek,religious,offensiveness,3.0,2.8583584040419856,1.0,1.0,9.0,48,,,,,
deepseek,religious,originality,2.9375,1.311264616169071,3.0,1.0,5.0,48,,,,,
deepseek,religious,appropriateness,3.8125,1.535484537843819,4.75,1.0,5.0,48,,,,,
deepseek,religious,clarity,7.875,1.5928697506554612,8.0,5.0,10.0,48,,,,,
deepseek,religious,confidence,3.823529411764706,3.362771965821894,2.0,1.0,10.0,51,,,,,
deepseek,religious,performance,,,,,,48,0.0,0.0,0.0,0.0,100.0
deepseek,rule-of-three_violations,funniness,2.88,1.8303743524946667,2.0,1.0,6.0,75,,,,,
deepseek,rule-of-three_violations,offensiveness,1.24,0.8674286324721086,1.0,1.0,5.0,75,,,,,
deepseek,rule-of-three_violations,originality,4.16,2.2722771052939916,4.0,1.0,8.0,75,,,,,
deepseek,rule-of-three_violations,appropriateness,4.78,0.6218977060230699,5.0,2.0,5.0,75,,,,,
deepseek,rule-of-three_violations,clarity,8.48,0.7598008273865575,8.0,7.0,10.0,75,,,,,
deepseek,rule-of-three_violations,confidence,5.0285714285714285,3.190903967822932,5.0,1.0,10.0,105,,,,,
deepseek,rule-of-three_violations,performance,,,,,,102,0.029411764705882353,1.0,0.029411764705882353,0.05714285714285714,97.05882352941177
deepseek,science_puns,funniness,3.942857142857143,2.2267109732162726,4.0,1.0,7.0,105,,,,,
deepseek,science_puns,offensiveness,1.6571428571428573,1.498900696078061,1.0,1.0,8.0,105,,,,,
deepseek,science_puns,originality,5.114285714285714,2.30097924686545,6.0,1.0,8.0,105,,,,,
deepseek,science_puns,appropriateness,4.428571428571429,0.9767207976097961,5.0,1.5,5.0,105,,,,,
deepseek,science_puns,clarity,7.457142857142857,1.4479997571489078,8.0,5.0,10.0,105,,,,,
deepseek,science_puns,confidence,5.8125,2.8591956910991594,8.0,1.0,10.0,96,,,,,
deepseek,science_puns,performance,,,,,,96,0.3125,1.0,0.3125,0.47619047619047616,68.75
deepseek,surreal,funniness,3.768092105263158,2.473657479880931,3.0,1.0,8.0,1824,,,,,
deepseek,surreal,offensiveness,1.5632183908045978,1.3539622345817632,1.0,1.0,10.0,1827,,,,,
deepseek,surreal,originality,4.970443349753695,2.8613835550893105,5.0,1.0,9.0,1827,,,,,
deepseek,surreal,appropriateness,4.486042692939245,0.8570927223174165,5.0,0.5,5.0,1827,,,,,
deepseek,surreal,clarity,8.00164744645799,1.5507876512836858,8.0,2.0,10.0,1821,,,,,
deepseek,surreal,confidence,5.171114599686028,3.1492578304533203,6.0,1.0,10.0,1911,,,,,
deepseek,surreal,performance,,,,,,1884,0.17993630573248406,1.0,0.17993630573248406,0.3049932523616734,82.00636942675159
deepseek,terminal_illness,funniness,3.288135593220339,2.1928409923826333,2.0,1.0,7.0,177,,,,,
deepseek,terminal_illness,offensiveness,4.491525423728813,3.505059077552624,4.0,1.0,10.0,177,,,,,
deepseek,terminal_illness,originality,3.983050847457627,2.141246918670994,3.0,1.0,8.0,177,,,,,
deepseek,terminal_illness,appropriateness,3.0508474576271185,1.7917778957602355,2.5,0.5,5.0,177,,,,,
deepseek,terminal_illness,clarity,8.338983050847459,1.1472819087391664,8.0,4.0,10.0,177,,,,,
deepseek,terminal_illness,confidence,6.241935483870968,3.362843795928555,8.0,1.0,10.0,186,,,,,
deepseek,terminal_illness,performance,,,,,,183,0.09836065573770492,1.0,0.09836065573770492,0.1791044776119403,90.1639344262295
deepseek,all_subcategories,funniness,3.622623110677718,2.360958415374069,3.0,1.0,9.0,18459,,,,,
deepseek,all_subcategories,offensiveness,2.0742485783915514,2.0316122387179916,1.0,1.0,10.0,18465,,,,,
deepseek,all_subcategories,originality,4.4271324126726235,2.534705024957071,4.0,1.0,9.0,18465,,,,,
deepseek,all_subcategories,appropriateness,4.215840779853777,1.2100307534883592,5.0,0.5,5.0,18465,,,,,
deepseek,all_subcategories,clarity,8.235773683352356,1.440587220709923,8.0,1.0,10.0,18399,,,,,
deepseek,all_subcategories,confidence,5.309368538253539,3.2245564491423866,8.0,1.0,10.0,18861,,,,,
deepseek,mixed,funniness,3.622623110677718,2.360958415374069,3.0,1.0,9.0,18459,,,,,
deepseek,mixed,offensiveness,2.0742485783915514,2.0316122387179916,1.0,1.0,10.0,18465,,,,,
deepseek,mixed,originality,4.4271324126726235,2.534705024957071,4.0,1.0,9.0,18465,,,,,
deepseek,mixed,appropriateness,4.215840779853777,1.2100307534883592,5.0,0.5,5.0,18465,,,,,
deepseek,mixed,clarity,8.235773683352356,1.440587220709923,8.0,1.0,10.0,18399,,,,,
deepseek,mixed,confidence,5.309368538253539,3.2245564491423866,8.0,1.0,10.0,18861,,,,,
deepseek,all_subcategories,performance,,,,,,18348,0.1958796599084369,1.0,0.1958796599084369,0.3275909215203719,80.41203400915632
deepseek,mixed,performance,,,,,,18348,0.1958796599084369,1.0,0.1958796599084369,0.3275909215203719,80.41203400915632
chatgpt,absurdist_dread,funniness,2.6243654822335025,1.5230484245369451,2.0,1.0,7.0,591,,,,,
chatgpt,absurdist_dread,offensiveness,1.1218274111675126,0.3845059043780624,1.0,1.0,3.0,591,,,,,
chatgpt,absurdist_dread,originality,3.685279187817259,1.4054747246333061,3.0,1.0,8.0,591,,,,,
chatgpt,absurdist_dread,appropriateness,3.7893401015228427,0.7254721929743225,4.0,1.0,5.0,591,,,,,
chatgpt,absurdist_dread,clarity,7.649746192893401,1.384231697765908,8.0,3.0,10.0,591,,,,,
chatgpt,absurdist_dread,confidence,2.7033492822966507,2.10613851285118,2.0,1.0,8.0,627,,,,,
chatgpt,absurdist_dread,performance,,,,,,627,0.0861244019138756,1.0,0.0861244019138756,0.15859030837004406,91.38755980861244
chatgpt,anachronism,funniness,2.75,0.8660254037844386,2.5,2.0,4.0,12,,,,,
chatgpt,anachronism,offensiveness,1.0,0.0,1.0,1.0,1.0,12,,,,,
chatgpt,anachronism,originality,3.5,0.9045340337332909,3.0,3.0,5.0,12,,,,,
chatgpt,anachronism,appropriateness,3.625,1.6254370041762476,4.25,1.0,5.0,12,,,,,
chatgpt,anachronism,clarity,7.5,1.5666989036012806,8.0,5.0,9.0,12,,,,,
chatgpt,anachronism,confidence,2.0,0.7385489458759964,2.0,1.0,3.0,12,,,,,
chatgpt,anachronism,performance,,,,,,12,0.0,0.0,0.0,0.0,100.0
chatgpt,anti-jokes,funniness,3.7380497131931167,2.309217669466437,2.0,1.0,8.0,1569,,,,,
chatgpt,anti-jokes,offensiveness,1.445506692160612,1.192448289154923,1.0,1.0,9.0,1569,,,,,
chatgpt,anti-jokes,originality,3.6806883365200767,1.5853733659816955,3.0,1.0,8.0,1569,,,,,
chatgpt,anti-jokes,appropriateness,3.7963671128107075,0.9810673632654803,4.0,0.5,5.0,1569,,,,,
chatgpt,anti-jokes,clarity,8.204588910133843,1.299854524789883,8.0,1.0,10.0,1569,,,,,
chatgpt,anti-jokes,confidence,4.197508896797153,3.249033596319038,2.0,1.0,10.0,1686,,,,,
chatgpt,anti-jokes,performance,,,,,,1686,0.3612099644128114,1.0,0.3612099644128114,0.530718954248366,63.879003558718864
chatgpt,authority_mockery,funniness,3.5106382978723403,2.037565148043811,2.0,1.0,7.0,141,,,,,
chatgpt,authority_mockery,offensiveness,1.9787234042553192,1.3172920551884513,2.0,1.0,6.0,141,,,,,
chatgpt,authority_mockery,originality,3.6382978723404253,1.2664720161855747,3.0,1.0,6.0,141,,,,,
chatgpt,authority_mockery,appropriateness,3.4361702127659575,1.1784539869643182,4.0,1.0,5.0,141,,,,,
chatgpt,authority_mockery,clarity,7.787234042553192,1.1514494631816883,8.0,5.0,10.0,141,,,,,
chatgpt,authority_mockery,confidence,3.1176470588235294,2.4787018473985962,2.0,1.0,8.0,153,,,,,
chatgpt,authority_mockery,performance,,,,,,153,0.1568627450980392,1.0,0.1568627450980392,0.2711864406779661,84.31372549019608
chatgpt,british_class_humor,funniness,3.638253638253638,2.15346838247495,2.0,1.0,8.0,1443,,,,,
chatgpt,british_class_humor,offensiveness,1.212058212058212,0.6226816570165474,1.0,1.0,9.0,1443,,,,,
chatgpt,british_class_humor,originality,3.6590436590436592,1.299805138561647,3.0,1.0,8.0,1443,,,,,
chatgpt,british_class_humor,appropriateness,3.8523908523908523,0.7425353219014741,4.0,0.5,5.0,1443,,,,,
chatgpt,british_class_humor,clarity,8.11018711018711,1.0843356523013379,8.0,4.0,10.0,1443,,,,,
chatgpt,british_class_humor,confidence,3.5049701789264414,2.723219336888312,2.0,1.0,9.0,1509,,,,,
chatgpt,british_class_humor,performance,,,,,,1509,0.21868787276341947,1.0,0.21868787276341947,0.35889070146818924,78.13121272365805
chatgpt,colbert,funniness,5.1,2.282785822435191,6.0,1.0,7.0,10,,,,,
chatgpt,colbert,offensiveness,2.2,2.1499353995462798,1.5,1.0,8.0,10,,,,,
chatgpt,colbert,originality,4.1,0.9944289260117531,4.0,2.0,5.0,10,,,,,
chatgpt,colbert,appropriateness,3.25,1.0069204977995476,3.75,1.0,4.0,10,,,,,
chatgpt,colbert,clarity,8.3,0.8232726023485647,8.5,7.0,9.0,10,,,,,
chatgpt,colbert,confidence,6.5,2.41522945769824,8.0,3.0,8.0,10,,,,,
chatgpt,colbert,performance,,,,,,10,0.7,1.0,0.7,0.8235294117647058,30.000000000000004
chatgpt,contextual_sarcasm,funniness,3.847058823529412,2.3233115909181605,3.0,1.0,8.0,255,,,,,
chatgpt,contextual_sarcasm,offensiveness,1.6941176470588235,1.2769013559076718,1.0,1.0,8.0,255,,,,,
chatgpt,contextual_sarcasm,originality,3.7294117647058824,1.485268092352441,3.0,1.0,8.0,255,,,,,
chatgpt,contextual_sarcasm,appropriateness,3.4529411764705884,1.2141477262881066,4.0,0.5,5.0,255,,,,,
chatgpt,contextual_sarcasm,clarity,7.776470588235294,1.6862795365278689,8.0,1.0,10.0,255,,,,,
chatgpt,contextual_sarcasm,confidence,4.011363636363637,3.022706156087469,2.0,1.0,9.0,264,,,,,
chatgpt,contextual_sarcasm,performance,,,,,,264,0.29545454545454547,1.0,0.29545454545454547,0.45614035087719296,70.45454545454545
chatgpt,cringe_comedy,funniness,3.4166666666666665,1.9621416870348583,3.0,1.0,7.0,36,,,,,
chatgpt,cringe_comedy,offensiveness,2.0833333333333335,1.8263937926181981,1.0,1.0,6.0,36,,,,,
chatgpt,cringe_comedy,originality,3.25,1.105182596419511,3.0,2.0,6.0,36,,,,,
chatgpt,cringe_comedy,appropriateness,3.4166666666666665,1.2392393980641052,3.75,1.0,5.0,36,,,,,
chatgpt,cringe_comedy,clarity,8.0,1.2421180068162376,8.0,6.0,10.0,36,,,,,
chatgpt,cringe_comedy,confidence,2.8461538461538463,2.4445262326316506,2.0,1.0,8.0,39,,,,,
chatgpt,cringe_comedy,performance,,,,,,39,0.07692307692307693,1.0,0.07692307692307693,0.14285714285714285,92.3076923076923
chatgpt,double_entendres,funniness,4.2515822784810124,2.544277582842818,3.0,1.0,8.0,1896,,,,,
chatgpt,double_entendres,offensiveness,1.8623417721518987,1.4218556388748969,1.0,1.0,9.0,1896,,,,,
chatgpt,double_entendres,originality,4.1835443037974684,1.6447127380330813,4.0,1.0,8.0,1896,,,,,
chatgpt,double_entendres,appropriateness,3.4042721518987342,1.2091069112067931,4.0,0.5,5.0,1896,,,,,
chatgpt,double_entendres,clarity,8.055379746835444,1.1148281282118735,8.0,4.0,10.0,1896,,,,,
chatgpt,double_entendres,confidence,4.556221889055473,3.245606648800903,3.0,1.0,10.0,2001,,,,,
chatgpt,double_entendres,performance,,,,,,2001,0.4257871064467766,1.0,0.4257871064467766,0.5972660357518401,57.42128935532234
chatgpt,emoji_absurdism,funniness,2.610441767068273,1.388210873478929,2.0,1.0,8.0,747,,,,,
chatgpt,emoji_absurdism,offensiveness,1.5421686746987953,1.588928554109022,1.0,1.0,10.0,747,,,,,
chatgpt,emoji_absurdism,originality,3.0843373493975905,1.195213166505739,3.0,1.0,8.0,747,,,,,
chatgpt,emoji_absurdism,appropriateness,3.538152610441767,1.2096920101912954,4.0,0.5,5.0,747,,,,,
chatgpt,emoji_absurdism,clarity,7.594377510040161,1.795920453562934,8.0,1.0,10.0,747,,,,,
chatgpt,emoji_absurdism,confidence,2.6329588014981273,2.2231986774803913,2.0,1.0,9.0,801,,,,,
chatgpt,emoji_absurdism,performance,,,,,,801,0.08614232209737828,1.0,0.08614232209737828,0.15862068965517243,91.38576779026218
chatgpt,ethical_edge_cases,funniness,3.045112781954887,1.892458764536243,2.0,1.0,7.0,798,,,,,
chatgpt,ethical_edge_cases,offensiveness,1.5714285714285714,1.1130730920256011,1.0,1.0,9.0,798,,,,,
chatgpt,ethical_edge_cases,originality,3.8646616541353382,1.6679815443912689,3.0,1.0,8.0,798,,,,,
chatgpt,ethical_edge_cases,appropriateness,3.3477443609022557,1.2811983391547848,4.0,0.5,5.0,798,,,,,
chatgpt,ethical_edge_cases,clarity,7.466165413533835,1.5716219539315317,8.0,2.0,10.0,798,,,,,
chatgpt,ethical_edge_cases,confidence,2.6344086021505375,2.203229749810997,2.0,1.0,8.0,837,,,,,
chatgpt,ethical_edge_cases,performance,,,,,,837,0.11827956989247312,1.0,0.11827956989247312,0.21153846153846154,88.17204301075269
chatgpt,future_shock,funniness,7.0,0.0,7.0,7.0,7.0,3,,,,,
chatgpt,future_shock,offensiveness,2.0,0.0,2.0,2.0,2.0,3,,,,,
chatgpt,future_shock,originality,5.0,0.0,5.0,5.0,5.0,3,,,,,
chatgpt,future_shock,appropriateness,3.0,0.0,3.0,3.0,3.0,3,,,,,
chatgpt,future_shock,clarity,8.0,0.0,8.0,8.0,8.0,3,,,,,
chatgpt,future_shock,confidence,4.5,3.8340579025361627,4.5,1.0,8.0,6,,,,,
chatgpt,future_shock,performance,,,,,,6,0.5,1.0,0.5,0.6666666666666666,50.0
chatgpt,gallows_humor,funniness,4.003565062388592,2.459660104514804,2.0,1.0,8.0,1683,,,,,
chatgpt,gallows_humor,offensiveness,2.335115864527629,2.001039363166251,1.0,1.0,10.0,1683,,,,,
chatgpt,gallows_humor,originality,3.983957219251337,1.6053134952111774,3.0,1.0,8.0,1683,,,,,
chatgpt,gallows_humor,appropriateness,3.171122994652406,1.3368945010657534,4.0,0.5,5.0,1683,,,,,
chatgpt,gallows_humor,clarity,7.755793226381462,1.406759420303568,8.0,1.0,10.0,1683,,,,,
chatgpt,gallows_humor,confidence,4.301666666666667,3.261887227109346,2.0,1.0,10.0,1800,,,,,
chatgpt,gallows_humor,performance,,,,,,1800,0.41333333333333333,1.0,0.41333333333333333,0.5849056603773585,58.666666666666664
chatgpt,historical_satire,funniness,4.0,2.1908902300206643,4.0,2.0,6.0,6,,,,,
chatgpt,historical_satire,offensiveness,1.5,0.5477225575051661,1.5,1.0,2.0,6,,,,,
chatgpt,historical_satire,originality,4.0,0.0,4.0,4.0,4.0,6,,,,,
chatgpt,historical_satire,appropriateness,3.0,0.5477225575051661,3.0,2.5,3.5,6,,,,,
chatgpt,historical_satire,clarity,7.5,0.5477225575051661,7.5,7.0,8.0,6,,,,,
chatgpt,historical_satire,confidence,2.5,0.5477225575051661,2.5,2.0,3.0,6,,,,,
chatgpt,historical_satire,performance,,,,,,6,0.0,0.0,0.0,0.0,100.0
chatgpt,homophonic,funniness,4.267477203647417,2.4398254277361233,4.0,1.0,8.0,1974,,,,,
chatgpt,homophonic,offensiveness,1.3799392097264438,0.7789181135559297,1.0,1.0,8.0,1974,,,,,
chatgpt,homophonic,originality,5.056231003039514,2.3509558891724387,5.0,1.0,9.0,1974,,,,,
chatgpt,homophonic,appropriateness,3.6793313069908815,0.922632232723433,4.0,0.5,5.0,1974,,,,,
chatgpt,homophonic,clarity,6.939209726443769,1.8617587245642917,7.0,2.0,10.0,1974,,,,,
chatgpt,homophonic,confidence,3.536363636363636,2.7481797750306893,2.0,1.0,10.0,1980,,,,,
chatgpt,homophonic,performance,,,,,,1980,0.23939393939393938,1.0,0.23939393939393938,0.3863080684596577,76.06060606060606
chatgpt,malapropisms,funniness,3.9517684887459805,2.273245623406381,3.0,1.0,8.0,1866,,,,,
chatgpt,malapropisms,offensiveness,1.332797427652733,0.7175818782354609,1.0,1.0,7.0,1866,,,,,
chatgpt,malapropisms,originality,4.086816720257235,1.7163362206032358,3.0,1.0,8.0,1866,,,,,
