llm,subcategory,metric,mean,std,median,min,max,valid_entries,accuracy,precision,recall,f1_score,mismatch_percentage
chatgpt,malapropisms,appropriateness,3.855305466237942,0.8175135505298142,4.0,0.5,5.0,1866,,,,,
chatgpt,malapropisms,clarity,7.985530546623794,1.2354481282590062,8.0,1.0,10.0,1866,,,,,
chatgpt,malapropisms,confidence,4.1232,3.1037331465571185,2.0,1.0,9.0,1875,,,,,
chatgpt,malapropisms,performance,,,,,,1875,0.3328,1.0,0.3328,0.49939975990396157,66.72
chatgpt,misdirection,funniness,6.5,0.5477225575051661,6.5,6.0,7.0,6,,,,,
chatgpt,misdirection,offensiveness,3.0,1.0954451150103321,3.0,2.0,4.0,6,,,,,
chatgpt,misdirection,originality,4.5,1.6431676725154984,4.5,3.0,6.0,6,,,,,
chatgpt,misdirection,appropriateness,2.5,1.6431676725154984,2.5,1.0,4.0,6,,,,,
chatgpt,misdirection,clarity,8.5,0.5477225575051661,8.5,8.0,9.0,6,,,,,
chatgpt,misdirection,confidence,5.5,2.7386127875258306,5.5,3.0,8.0,6,,,,,
chatgpt,misdirection,performance,,,,,,6,0.5,1.0,0.5,0.6666666666666666,50.0
chatgpt,misfortune,funniness,2.0,0.0,2.0,2.0,2.0,3,,,,,
chatgpt,misfortune,offensiveness,1.0,0.0,1.0,1.0,1.0,3,,,,,
chatgpt,misfortune,originality,3.0,0.0,3.0,3.0,3.0,3,,,,,
chatgpt,misfortune,appropriateness,4.0,0.0,4.0,4.0,4.0,3,,,,,
chatgpt,misfortune,clarity,7.0,0.0,7.0,7.0,7.0,3,,,,,
chatgpt,misfortune,confidence,1.0,0.0,1.0,1.0,1.0,3,,,,,
chatgpt,misfortune,performance,,,,,,3,0.0,0.0,0.0,0.0,100.0
chatgpt,paraprosdokians,funniness,4.393393393393393,2.6112495730771776,3.0,1.0,8.0,1998,,,,,
chatgpt,paraprosdokians,offensiveness,1.3633633633633633,0.7791082168218856,1.0,1.0,9.0,1998,,,,,
chatgpt,paraprosdokians,originality,4.528528528528528,1.902726330340018,4.0,1.0,8.0,1998,,,,,
chatgpt,paraprosdokians,appropriateness,3.9496996996997,0.7752411936115872,4.0,0.5,5.0,1998,,,,,
chatgpt,paraprosdokians,clarity,8.214714714714715,1.139469736594446,8.0,3.0,10.0,1998,,,,,
chatgpt,paraprosdokians,confidence,4.923538230884557,3.3632797496881923,5.0,1.0,10.0,2001,,,,,
chatgpt,paraprosdokians,performance,,,,,,2001,0.4707646176911544,1.0,0.4707646176911544,0.6401630988786952,52.92353823088456
chatgpt,pop_culture_parody,funniness,2.0,0.0,2.0,2.0,2.0,6,,,,,
chatgpt,pop_culture_parody,offensiveness,1.0,0.0,1.0,1.0,1.0,6,,,,,
chatgpt,pop_culture_parody,originality,3.0,0.0,3.0,3.0,3.0,6,,,,,
chatgpt,pop_culture_parody,appropriateness,4.0,0.0,4.0,4.0,4.0,6,,,,,
chatgpt,pop_culture_parody,clarity,7.0,0.0,7.0,7.0,7.0,6,,,,,
chatgpt,pop_culture_parody,confidence,1.0,0.0,1.0,1.0,1.0,6,,,,,
chatgpt,pop_culture_parody,performance,,,,,,6,0.0,0.0,0.0,0.0,100.0
chatgpt,programming,funniness,3.3448275862068964,2.395866528714861,2.0,1.0,7.0,87,,,,,
chatgpt,programming,offensiveness,1.103448275862069,0.3063089623779221,1.0,1.0,2.0,87,,,,,
chatgpt,programming,originality,3.793103448275862,1.699096415365797,3.0,1.0,8.0,87,,,,,
chatgpt,programming,appropriateness,4.103448275862069,0.5179225666875331,4.0,3.0,5.0,87,,,,,
chatgpt,programming,clarity,8.137931034482758,1.2024433825389487,8.0,5.0,10.0,87,,,,,
chatgpt,programming,confidence,3.2758620689655173,3.044971665856693,1.0,1.0,9.0,87,,,,,
chatgpt,programming,performance,,,,,,87,0.2413793103448276,1.0,0.2413793103448276,0.3888888888888889,75.86206896551724
chatgpt,puns,funniness,4.529411764705882,2.6050880229903015,5.0,1.0,8.0,1989,,,,,
chatgpt,puns,offensiveness,1.292609351432881,0.6033530376665059,1.0,1.0,10.0,1989,,,,,
chatgpt,puns,originality,4.352941176470588,1.6266510408539043,4.0,1.0,8.0,1989,,,,,
chatgpt,puns,appropriateness,4.021870286576169,0.6766806495503055,4.0,0.5,5.0,1989,,,,,
chatgpt,puns,clarity,8.411764705882353,1.0471203940613187,9.0,2.0,10.0,1989,,,,,
chatgpt,puns,confidence,5.098950524737631,3.3957626386499653,8.0,1.0,9.0,2001,,,,,
chatgpt,puns,performance,,,,,,2001,0.5112443778110944,1.0,0.5112443778110944,0.6765873015873016,48.87556221889056
chatgpt,recursive_meta-humor,funniness,4.0,2.29128784747792,3.0,2.0,7.0,9,,,,,
chatgpt,recursive_meta-humor,offensiveness,3.0,3.0,1.0,1.0,7.0,9,,,,,
chatgpt,recursive_meta-humor,originality,3.0,2.29128784747792,2.0,1.0,6.0,9,,,,,
chatgpt,recursive_meta-humor,appropriateness,2.6666666666666665,1.6393596310755,3.5,0.5,4.0,9,,,,,
chatgpt,recursive_meta-humor,clarity,8.333333333333334,0.5,8.0,8.0,9.0,9,,,,,
chatgpt,recursive_meta-humor,confidence,5.333333333333333,3.278719262151,7.0,1.0,8.0,9,,,,,
chatgpt,recursive_meta-humor,performance,,,,,,9,0.3333333333333333,1.0,0.3333333333333333,0.5,66.66666666666667
chatgpt,religious,funniness,2.4444444444444446,1.2688825371490304,2.0,1.0,6.0,54,,,,,
chatgpt,religious,offensiveness,2.1666666666666665,2.212741832002626,1.0,1.0,9.0,54,,,,,
chatgpt,religious,originality,2.9444444444444446,0.9197347170165617,3.0,1.0,5.0,54,,,,,
chatgpt,religious,appropriateness,3.2777777777777777,1.419761694947519,4.0,0.5,5.0,54,,,,,
chatgpt,religious,clarity,7.166666666666667,1.690707120123925,7.0,3.0,10.0,54,,,,,
chatgpt,religious,confidence,2.8333333333333335,2.4087106078673775,2.0,1.0,8.0,54,,,,,
chatgpt,religious,performance,,,,,,54,0.1111111111111111,1.0,0.1111111111111111,0.2,88.88888888888889
chatgpt,rule-of-three_violations,funniness,2.4285714285714284,1.2998309272980233,2.0,1.0,7.0,105,,,,,
chatgpt,rule-of-three_violations,offensiveness,1.0857142857142856,0.36988266627835753,1.0,1.0,3.0,105,,,,,
chatgpt,rule-of-three_violations,originality,3.742857142857143,1.599450455075667,3.0,1.0,8.0,105,,,,,
chatgpt,rule-of-three_violations,appropriateness,3.9285714285714284,0.6483283661306748,4.0,1.0,5.0,105,,,,,
chatgpt,rule-of-three_violations,clarity,8.0,1.1519214716824566,8.0,6.0,10.0,105,,,,,
chatgpt,rule-of-three_violations,confidence,2.8,2.288768563761207,2.0,1.0,8.0,105,,,,,
chatgpt,rule-of-three_violations,performance,,,,,,105,0.08571428571428572,1.0,0.08571428571428572,0.15789473684210525,91.42857142857143
chatgpt,science_puns,funniness,4.222222222222222,2.2972284533711904,3.5,2.0,8.0,108,,,,,
chatgpt,science_puns,offensiveness,1.3888888888888888,0.8947754204041938,1.0,1.0,6.0,108,,,,,
chatgpt,science_puns,originality,4.5,1.7157870595283262,4.0,3.0,8.0,108,,,,,
chatgpt,science_puns,appropriateness,3.763888888888889,0.6953058001794894,4.0,1.5,5.0,108,,,,,
chatgpt,science_puns,clarity,7.25,1.5774402546560506,7.0,2.0,9.0,108,,,,,
chatgpt,science_puns,confidence,4.638888888888889,3.06154421158695,3.0,1.0,9.0,108,,,,,
chatgpt,science_puns,performance,,,,,,108,0.3333333333333333,1.0,0.3333333333333333,0.5,66.66666666666667
chatgpt,surreal,funniness,3.717948717948718,2.281802875262002,2.0,1.0,8.0,1989,,,,,
chatgpt,surreal,offensiveness,1.2835595776772248,0.725391865994185,1.0,1.0,8.0,1989,,,,,
chatgpt,surreal,originality,4.478129713423831,2.093188464749587,3.0,1.0,9.0,1989,,,,,
chatgpt,surreal,appropriateness,3.6726998491704372,0.9286485501432045,4.0,0.5,5.0,1989,,,,,
chatgpt,surreal,clarity,7.571644042232277,1.6121771156745708,8.0,1.0,10.0,1989,,,,,
chatgpt,surreal,confidence,3.4660633484162897,2.7613820858682296,2.0,1.0,9.0,1989,,,,,
chatgpt,surreal,performance,,,,,,1989,0.23076923076923078,1.0,0.23076923076923078,0.375,76.92307692307692
chatgpt,terminal_illness,funniness,3.591549295774648,2.4354543072494654,2.0,1.0,8.0,213,,,,,
chatgpt,terminal_illness,offensiveness,3.295774647887324,3.0532739906835134,2.0,1.0,10.0,213,,,,,
chatgpt,terminal_illness,originality,3.619718309859155,1.5543566027711473,3.0,1.0,8.0,213,,,,,
chatgpt,terminal_illness,appropriateness,2.8380281690140845,1.6478430324457853,3.0,0.5,5.0,213,,,,,
chatgpt,terminal_illness,clarity,7.71830985915493,1.4875245226285199,8.0,3.0,10.0,213,,,,,
chatgpt,terminal_illness,confidence,3.8450704225352115,3.159208854229159,2.0,1.0,9.0,213,,,,,
chatgpt,terminal_illness,performance,,,,,,213,0.3380281690140845,1.0,0.3380281690140845,0.5052631578947369,66.19718309859155
chatgpt,all_subcategories,funniness,3.9059549931111905,2.392127438279743,2.0,1.0,8.0,19597,,,,,
chatgpt,all_subcategories,offensiveness,1.5142113588814614,1.1838388359465921,1.0,1.0,10.0,19597,,,,,
chatgpt,all_subcategories,originality,4.153748022656529,1.814101805487326,3.0,1.0,9.0,19597,,,,,
chatgpt,all_subcategories,appropriateness,3.6810481196101446,1.0218360292976214,4.0,0.5,5.0,19597,,,,,
chatgpt,all_subcategories,clarity,7.859315201306322,1.441184321281568,8.0,1.0,10.0,19597,,,,,
chatgpt,all_subcategories,confidence,4.004210422032891,3.096846992122853,2.0,1.0,10.0,20188,,,,,
chatgpt,mixed,funniness,3.9059549931111905,2.392127438279743,2.0,1.0,8.0,19597,,,,,
chatgpt,mixed,offensiveness,1.5142113588814614,1.1838388359465921,1.0,1.0,10.0,19597,,,,,
chatgpt,mixed,originality,4.153748022656529,1.814101805487326,3.0,1.0,9.0,19597,,,,,
chatgpt,mixed,appropriateness,3.6810481196101446,1.0218360292976214,4.0,0.5,5.0,19597,,,,,
chatgpt,mixed,clarity,7.859315201306322,1.441184321281568,8.0,1.0,10.0,19597,,,,,
chatgpt,mixed,confidence,4.004210422032891,3.096846992122853,2.0,1.0,10.0,20188,,,,,
chatgpt,all_subcategories,performance,,,,,,20188,0.3241529621557361,1.0,0.3241529621557361,0.4896004788268742,67.5847037844264
chatgpt,mixed,performance,,,,,,20188,0.3241529621557361,1.0,0.3241529621557361,0.4896004788268742,67.5847037844264
llama,absurdist_dread,funniness,2.0418006430868165,1.8428226893053459,1.0,1.0,8.0,622,,,,,
llama,absurdist_dread,offensiveness,1.202572347266881,0.9277228577956927,1.0,1.0,8.0,622,,,,,
llama,absurdist_dread,originality,3.0610932475884245,2.5918485052295424,1.5,1.0,9.0,622,,,,,
llama,absurdist_dread,appropriateness,4.62459807073955,0.6477927959384095,5.0,1.0,5.0,622,,,,,
llama,absurdist_dread,clarity,8.361736334405144,1.5938738015488667,8.0,1.0,10.0,622,,,,,
llama,absurdist_dread,confidence,8.947368421052632,2.0470750417776356,10.0,1.0,10.0,627,,,,,
llama,absurdist_dread,performance,,,,,,627,0.1722488038277512,1.0,0.1722488038277512,0.2938775510204082,82.77511961722487
llama,anachronism,funniness,2.9166666666666665,2.843120351538664,1.0,1.0,8.0,12,,,,,
llama,anachronism,offensiveness,1.3333333333333333,0.8876253645985945,1.0,1.0,4.0,12,,,,,
llama,anachronism,originality,3.5,3.1766191290283907,1.0,1.0,9.0,12,,,,,
llama,anachronism,appropriateness,4.625,0.6077155435054972,5.0,3.0,5.0,12,,,,,
llama,anachronism,clarity,8.166666666666666,2.443296332763787,8.0,1.0,10.0,12,,,,,
llama,anachronism,confidence,9.5,0.9045340337332909,10.0,8.0,10.0,12,,,,,
llama,anachronism,performance,,,,,,12,0.0,0.0,0.0,0.0,100.0
llama,anti-jokes,funniness,3.4201780415430267,2.9736085736491966,2.0,1.0,8.0,1685,,,,,
llama,anti-jokes,offensiveness,1.6130563798219584,1.7521132065664748,1.0,1.0,10.0,1685,,,,,
llama,anti-jokes,originality,3.4124629080118694,2.9821657427414014,1.0,1.0,9.0,1685,,,,,
llama,anti-jokes,appropriateness,4.4869436201780415,1.061279411977525,5.0,0.5,5.0,1685,,,,,
llama,anti-jokes,clarity,8.796439169139466,1.191612272098578,9.0,1.0,10.0,1685,,,,,
llama,anti-jokes,confidence,9.564831261101244,1.3843982937037456,10.0,1.0,10.0,1689,,,,,
llama,anti-jokes,performance,,,,,,1689,0.42628774422735344,1.0,0.42628774422735344,0.597758405977584,57.37122557726466
llama,authority_mockery,funniness,3.388157894736842,2.7955720477644457,1.5,1.0,8.0,152,,,,,
llama,authority_mockery,offensiveness,2.7434210526315788,2.4989977077610357,1.0,1.0,9.0,152,,,,,
llama,authority_mockery,originality,3.236842105263158,2.5546654946340204,1.5,1.0,9.0,152,,,,,
llama,authority_mockery,appropriateness,3.986842105263158,1.3296757664101126,4.5,0.5,5.0,152,,,,,
llama,authority_mockery,clarity,8.855263157894736,1.1646441331064892,9.0,1.0,10.0,152,,,,,
llama,authority_mockery,confidence,9.509803921568627,1.4101028660630601,10.0,1.0,10.0,153,,,,,
llama,authority_mockery,performance,,,,,,153,0.4117647058823529,1.0,0.4117647058823529,0.5833333333333334,58.82352941176471
llama,british_class_humor,funniness,3.2519893899204244,2.7183961311954454,1.0,1.0,8.0,1508,,,,,
llama,british_class_humor,offensiveness,1.346816976127321,1.20813838418124,1.0,0.0,9.0,1508,,,,,
llama,british_class_humor,originality,3.0550397877984086,2.429146138171269,2.0,1.0,9.0,1508,,,,,
llama,british_class_humor,appropriateness,4.587533156498674,0.7507773557572401,5.0,0.5,5.0,1508,,,,,
llama,british_class_humor,clarity,8.805702917771884,1.143363457794828,9.0,1.0,10.0,1508,,,,,
llama,british_class_humor,confidence,9.057539682539682,2.2453708608731886,10.0,1.0,10.0,1512,,,,,
llama,british_class_humor,performance,,,,,,1512,0.33134920634920634,1.0,0.33134920634920634,0.4977645305514158,66.86507936507937
llama,contextual_sarcasm,funniness,3.628787878787879,3.0143012811244727,2.0,1.0,8.0,264,,,,,
llama,contextual_sarcasm,offensiveness,1.8409090909090908,1.8553367499142683,1.0,1.0,10.0,264,,,,,
llama,contextual_sarcasm,originality,3.4696969696969697,2.9012633774598995,1.0,1.0,9.0,264,,,,,
llama,contextual_sarcasm,appropriateness,4.297348484848484,1.1451802520369838,5.0,0.5,5.0,264,,,,,
llama,contextual_sarcasm,clarity,8.731060606060606,1.1987085938170652,9.0,3.0,10.0,264,,,,,
llama,contextual_sarcasm,confidence,9.170454545454545,2.104972878499579,10.0,1.0,10.0,264,,,,,
llama,contextual_sarcasm,performance,,,,,,264,0.48863636363636365,1.0,0.48863636363636365,0.6564885496183206,51.13636363636363
llama,cringe_comedy,funniness,2.380952380952381,2.294770097973905,1.0,1.0,8.0,42,,,,,
llama,cringe_comedy,offensiveness,1.8571428571428572,2.125012809963439,1.0,1.0,8.0,42,,,,,
llama,cringe_comedy,originality,2.0476190476190474,1.9624820142395458,1.0,1.0,8.0,42,,,,,
llama,cringe_comedy,appropriateness,4.321428571428571,1.2436248580084133,5.0,1.0,5.0,42,,,,,
llama,cringe_comedy,clarity,7.976190476190476,2.6271388056776384,8.5,1.0,10.0,42,,,,,
llama,cringe_comedy,confidence,8.785714285714286,2.3637064144976385,10.0,1.0,10.0,42,,,,,
llama,cringe_comedy,performance,,,,,,42,0.5,1.0,0.5,0.6666666666666666,50.0
llama,double_entendres,funniness,3.6943471735867934,3.069779569959202,2.0,0.0,8.0,1999,,,,,
llama,double_entendres,offensiveness,2.6698349174587293,2.6823945950446784,1.0,0.0,10.0,1999,,,,,
llama,double_entendres,originality,3.532766383191596,2.8658358145341025,1.0,0.0,9.0,1999,,,,,
llama,double_entendres,appropriateness,3.858929464732366,1.586860794685209,5.0,0.5,5.0,1999,,,,,
llama,double_entendres,clarity,8.78289144572286,1.2415429402942353,9.0,1.0,10.0,1999,,,,,
llama,double_entendres,confidence,9.599700149925038,1.3943385206057306,10.0,1.0,10.0,2001,,,,,
llama,double_entendres,performance,,,,,,2001,0.46926536731634183,1.0,0.46926536731634183,0.6387755102040816,53.07346326836581
llama,emoji_absurdism,funniness,2.1095890410958904,1.8484866643038513,1.0,1.0,8.0,803,,,,,
llama,emoji_absurdism,offensiveness,1.962640099626401,2.271167870281388,1.0,0.0,10.0,803,,,,,
llama,emoji_absurdism,originality,2.4707347447073476,2.350269859419454,1.0,1.0,9.0,803,,,,,
llama,emoji_absurdism,appropriateness,4.231008717310087,1.3352584266757885,5.0,0.5,5.0,803,,,,,
llama,emoji_absurdism,clarity,7.915317559153175,2.2671462485352376,8.0,1.0,10.0,803,,,,,
llama,emoji_absurdism,confidence,8.10820895522388,3.026570960994825,10.0,1.0,10.0,804,,,,,
llama,emoji_absurdism,performance,,,,,,804,0.17537313432835822,1.0,0.17537313432835822,0.2984126984126984,82.46268656716418
llama,ethical_edge_cases,funniness,2.950898203592814,2.6332559621212535,1.0,1.0,8.0,835,,,,,
llama,ethical_edge_cases,offensiveness,1.9077844311377246,2.0029652482278966,1.0,1.0,9.0,835,,,,,
llama,ethical_edge_cases,originality,3.615568862275449,3.0376529192029937,2.0,1.0,9.0,835,,,,,
llama,ethical_edge_cases,appropriateness,4.170059880239521,1.2187835942641612,5.0,0.5,5.0,835,,,,,
llama,ethical_edge_cases,clarity,8.368862275449102,1.7126943234324092,8.0,1.0,10.0,835,,,,,
llama,ethical_edge_cases,confidence,9.075268817204302,1.9479648515356576,10.0,1.0,10.0,837,,,,,
llama,ethical_edge_cases,performance,,,,,,837,0.2903225806451613,1.0,0.2903225806451613,0.45,70.96774193548387
llama,future_shock,funniness,2.0,2.0,1.0,1.0,6.0,6,,,,,
llama,future_shock,offensiveness,1.8333333333333333,2.0412414523193148,1.0,1.0,6.0,6,,,,,
llama,future_shock,originality,2.0,1.5491933384829668,1.0,1.0,4.0,6,,,,,
llama,future_shock,appropriateness,4.333333333333333,1.2110601416389966,5.0,2.0,5.0,6,,,,,
llama,future_shock,clarity,7.666666666666667,3.5023801430836525,9.0,1.0,10.0,6,,,,,
llama,future_shock,confidence,4.5,3.8340579025361627,4.5,1.0,8.0,6,,,,,
llama,future_shock,performance,,,,,,6,0.5,1.0,0.5,0.6666666666666666,50.0
llama,gallows_humor,funniness,3.169350360910605,2.8621425676815253,1.0,1.0,8.0,1801,,,,,
llama,gallows_humor,offensiveness,3.34647418101055,3.125326659464701,1.0,1.0,10.0,1801,,,,,
llama,gallows_humor,originality,3.1421432537479177,2.736543980912231,1.0,1.0,9.0,1801,,,,,
llama,gallows_humor,appropriateness,3.5247084952803998,1.7787558810646937,5.0,0.5,5.0,1801,,,,,
llama,gallows_humor,clarity,8.574680732926153,1.4727535513492769,9.0,1.0,10.0,1801,,,,,
llama,gallows_humor,confidence,9.36046511627907,1.823650640370298,10.0,1.0,10.0,1548,,,,,
llama,gallows_humor,performance,,,,,,1548,0.4263565891472868,1.0,0.4263565891472868,0.5978260869565217,57.36434108527132
llama,historical_satire,funniness,3.3333333333333335,3.614784456460255,1.0,1.0,8.0,6,,,,,
llama,historical_satire,offensiveness,1.1666666666666667,0.408248290463863,1.0,1.0,2.0,6,,,,,
llama,historical_satire,originality,3.1666666666666665,2.9944392908634274,1.5,1.0,7.0,6,,,,,
llama,historical_satire,appropriateness,4.5,0.8366600265340756,5.0,3.0,5.0,6,,,,,
llama,historical_satire,clarity,9.333333333333334,0.816496580927726,9.5,8.0,10.0,6,,,,,
llama,historical_satire,confidence,10.0,0.0,10.0,10.0,10.0,3,,,,,
llama,historical_satire,performance,,,,,,3,0.0,0.0,0.0,0.0,100.0
llama,homophonic,funniness,3.60262891809909,2.9480123984610316,2.0,1.0,8.0,1978,,,,,
llama,homophonic,offensiveness,1.5920121334681496,1.687790334222767,1.0,1.0,9.0,1978,,,,,
llama,homophonic,originality,4.41051567239636,3.5312508494107173,2.0,1.0,9.0,1978,,,,,
llama,homophonic,appropriateness,4.434529828109201,1.0235644456385675,5.0,0.5,5.0,1978,,,,,
llama,homophonic,clarity,7.761880687563195,2.1589406397138213,8.0,1.0,10.0,1978,,,,,
llama,homophonic,confidence,9.478184991273997,1.697929290328384,10.0,1.0,10.0,1719,,,,,
llama,homophonic,performance,,,,,,1719,0.4642233856893543,1.0,0.4642233856893543,0.634088200238379,53.57766143106457
llama,malapropisms,funniness,3.435965848452508,2.8116544788795568,2.0,1.0,8.0,1874,,,,,
llama,malapropisms,offensiveness,1.4236926360725721,1.4000968708302617,1.0,1.0,8.0,1874,,,,,
llama,malapropisms,originality,3.7086446104589115,3.210444111341995,1.0,1.0,9.0,1874,,,,,
llama,malapropisms,appropriateness,4.584578441835646,0.8625024484343715,5.0,0.5,5.0,1874,,,,,
llama,malapropisms,clarity,8.498399146211312,1.3998884856507963,8.0,1.0,10.0,1874,,,,,
llama,malapropisms,confidence,9.429245283018869,1.6388363191896143,10.0,1.0,10.0,1272,,,,,
llama,malapropisms,performance,,,,,,1272,0.4481132075471698,1.0,0.4481132075471698,0.6188925081433225,55.18867924528301
llama,misdirection,funniness,3.0,3.1622776601683795,1.0,1.0,8.0,6,,,,,
llama,misdirection,offensiveness,2.1666666666666665,2.857738033247042,1.0,1.0,8.0,6,,,,,
llama,misdirection,originality,2.5,3.2093613071762426,1.0,1.0,9.0,6,,,,,
llama,misdirection,appropriateness,4.166666666666667,1.6020819787597222,5.0,1.0,5.0,6,,,,,
llama,misdirection,clarity,9.166666666666666,1.3291601358251257,10.0,7.0,10.0,6,,,,,
llama,misdirection,confidence,9.0,1.0954451150103321,9.0,8.0,10.0,6,,,,,
llama,misdirection,performance,,,,,,6,0.5,1.0,0.5,0.6666666666666666,50.0
llama,misfortune,funniness,1.0,0.0,1.0,1.0,1.0,3,,,,,
llama,misfortune,offensiveness,1.0,0.0,1.0,1.0,1.0,3,,,,,
llama,misfortune,originality,1.0,0.0,1.0,1.0,1.0,3,,,,,
llama,misfortune,appropriateness,4.666666666666667,0.5773502691896258,5.0,4.0,5.0,3,,,,,
llama,misfortune,clarity,9.0,1.0,9.0,8.0,10.0,3,,,,,
llama,misfortune,confidence,10.0,0.0,10.0,10.0,10.0,3,,,,,
llama,misfortune,performance,,,,,,3,0.0,0.0,0.0,0.0,100.0
llama,paraprosdokians,funniness,3.8642284569138274,3.1880263071765813,2.0,1.0,8.0,1996,,,,,
llama,paraprosdokians,offensiveness,1.408817635270541,1.3489817583163586,1.0,1.0,9.0,1996,,,,,
llama,paraprosdokians,originality,3.9228456913827654,3.144643234281714,2.0,1.0,9.0,1996,,,,,
llama,paraprosdokians,appropriateness,4.596442885771543,0.8654275152807435,5.0,0.5,5.0,1996,,,,,
llama,paraprosdokians,clarity,8.851703406813627,1.1728132124454573,9.0,1.0,10.0,1996,,,,,
llama,paraprosdokians,confidence,9.581709145427286,1.57049204944225,10.0,1.0,10.0,2001,,,,,
llama,paraprosdokians,performance,,,,,,2001,0.4707646176911544,1.0,0.4707646176911544,0.6401630988786952,52.92353823088456
llama,pop_culture_parody,funniness,2.1666666666666665,1.9407902170679516,1.5,1.0,6.0,6,,,,,
llama,pop_culture_parody,offensiveness,1.0,0.0,1.0,1.0,1.0,6,,,,,
llama,pop_culture_parody,originality,2.5,2.7386127875258306,1.5,1.0,8.0,6,,,,,
llama,pop_culture_parody,appropriateness,4.75,0.27386127875258304,4.75,4.5,5.0,6,,,,,
llama,pop_culture_parody,clarity,9.0,1.0954451150103321,9.0,8.0,10.0,6,,,,,
llama,pop_culture_parody,confidence,10.0,0.0,10.0,10.0,10.0,6,,,,,
llama,pop_culture_parody,performance,,,,,,6,0.0,0.0,0.0,0.0,100.0
llama,programming,funniness,3.7586206896551726,3.087730849072041,2.0,1.0,8.0,87,,,,,
llama,programming,offensiveness,1.160919540229885,0.7757001821069247,1.0,1.0,6.0,87,,,,,
llama,programming,originality,4.0344827586206895,3.2794223678202448,1.0,1.0,9.0,87,,,,,
llama,programming,appropriateness,4.689655172413793,0.5458158993565293,5.0,2.0,5.0,87,,,,,
llama,programming,clarity,8.275862068965518,2.165746314098879,9.0,1.0,10.0,87,,,,,
llama,programming,confidence,9.689655172413794,1.6517104934370037,10.0,1.0,10.0,87,,,,,
llama,programming,performance,,,,,,87,0.3793103448275862,1.0,0.3793103448275862,0.55,62.06896551724138
llama,puns,funniness,4.235971943887775,3.3367293889003506,2.0,1.0,8.0,1996,,,,,
llama,puns,offensiveness,1.2444889779559118,1.002925389908474,1.0,1.0,8.0,1996,,,,,
llama,puns,originality,3.87875751503006,2.9974642013566526,2.0,1.0,9.0,1996,,,,,
llama,puns,appropriateness,4.706913827655311,0.6601984167376013,5.0,0.5,5.0,1996,,,,,
llama,puns,clarity,8.963426853707414,1.077528537688982,9.0,1.0,10.0,1996,,,,,
llama,puns,confidence,9.671664167916042,1.3894753251355059,10.0,1.0,10.0,2001,,,,,
llama,puns,performance,,,,,,2001,0.4992503748125937,1.0,0.4992503748125937,0.666,50.07496251874063
llama,recursive_meta-humor,funniness,2.7777777777777777,2.9907264074877267,1.0,1.0,8.0,9,,,,,
llama,recursive_meta-humor,offensiveness,1.7777777777777777,2.333333333333333,1.0,1.0,8.0,9,,,,,
llama,recursive_meta-humor,originality,2.6666666666666665,3.082207001484488,1.0,1.0,9.0,9,,,,,
llama,recursive_meta-humor,appropriateness,4.333333333333333,1.4790199457749043,5.0,0.5,5.0,9,,,,,
llama,recursive_meta-humor,clarity,8.333333333333334,1.5811388300841898,8.0,6.0,10.0,9,,,,,
llama,recursive_meta-humor,confidence,6.333333333333333,4.092676385936225,8.0,1.0,10.0,9,,,,,
llama,recursive_meta-humor,performance,,,,,,9,0.6666666666666666,1.0,0.6666666666666666,0.8,33.333333333333336
llama,religious,funniness,2.314814814814815,2.2970372556270493,1.0,1.0,8.0,54,,,,,
llama,religious,offensiveness,2.4074074074074074,2.6742554493252846,1.0,1.0,10.0,54,,,,,
llama,religious,originality,2.574074074074074,2.639338480955221,1.0,1.0,9.0,54,,,,,
llama,religious,appropriateness,4.074074074074074,1.4870745226514162,5.0,0.5,5.0,54,,,,,
llama,religious,clarity,8.592592592592593,1.7431106278937578,8.5,1.0,10.0,54,,,,,
llama,religious,confidence,9.333333333333334,0.951661902861773,10.0,8.0,10.0,54,,,,,
